user_id,date,region,tenure_days,subscription_tier,login_count,session_duration_minutes,api_calls,feature_usage_score,resource_consumption_mb,cpu_usage_percent,support_tickets_created,login_avg_7d,session_avg_7d,login_trend_7d,engagement_score,inactivity_days,usage_drop_pct,volatility_score,resource_efficiency
user_00002,2025-01-09,US,752,Basic,3,53.7,42,0.641,411.0,30.8,0,3.71,48.29,0.0,106.44,0,1.12,0.972,0.1022
user_00002,2025-01-10,US,753,Basic,5,51.7,55,0.646,403.9,39.6,0,4.0,49.2,2.0,109.12,0,1.16,0.994,0.1362
user_00002,2025-01-11,US,754,Basic,4,40.7,51,0.746,324.8,35.2,0,4.14,50.79,1.0,89.6,0,-7.81,0.944,0.157
user_00002,2025-01-12,US,755,Basic,2,48.6,45,0.656,402.1,7.2,0,4.0,51.17,-1.0,104.24,0,-9.34,1.055,0.1119
user_00002,2025-01-13,US,756,Basic,4,52.9,38,0.665,434.7,42.5,0,3.86,50.76,-1.0,110.12,0,-9.27,1.013,0.0874
user_00002,2025-01-14,US,757,Basic,4,33.5,35,0.704,214.0,24.8,0,3.86,47.56,0.0,61.2,0,-2.93,0.975,0.1636
user_00002,2025-01-15,US,758,Basic,4,33.9,38,0.701,262.5,10.3,0,3.71,45.0,-1.0,71.88,0,-1.26,0.914,0.1448
user_00002,2025-01-16,US,759,Basic,1,47.8,30,0.702,308.6,22.6,0,3.43,44.16,-2.0,80.58,0,2.23,1.158,0.0972
user_00002,2025-01-17,US,760,Basic,4,53.9,37,0.727,355.0,31.7,0,3.29,44.47,-1.0,94.08,0,4.18,1.151,0.1042
user_00002,2025-01-18,US,761,Basic,3,43.5,42,0.589,327.9,34.0,0,3.14,44.87,-1.0,87.78,0,8.34,1.151,0.1281
user_00002,2025-01-19,US,762,Basic,4,37.6,39,0.756,306.7,36.5,0,3.43,43.3,2.0,81.76,0,11.28,1.139,0.1272
user_00002,2025-01-20,US,763,Basic,3,54.2,51,0.639,379.3,49.7,0,3.29,43.49,-1.0,102.9,0,12.4,1.089,0.1345
user_00002,2025-01-21,US,764,Basic,5,50.1,46,0.696,338.0,42.9,0,3.43,45.86,1.0,92.92,0,5.46,1.151,0.1361
user_00002,2025-01-22,US,765,Basic,4,46.6,40,0.651,333.0,41.3,0,3.43,47.67,0.0,89.12,0,1.83,1.089,0.1201
user_00002,2025-01-23,US,766,Basic,4,53.4,40,0.727,419.1,43.7,0,3.86,48.47,3.0,107.7,0,-2.3,1.082,0.0954
user_00002,2025-01-24,US,767,Basic,4,38.1,36,0.685,305.4,32.8,0,3.86,46.21,0.0,80.7,0,-2.49,1.016,0.1179
user_00002,2025-01-25,US,768,Basic,4,13.0,14,0.665,49.7,24.7,0,4.0,41.86,1.0,17.94,0,3.11,1.016,0.2817
user_00002,2025-01-26,US,769,Basic,3,28.3,22,0.742,187.8,27.2,0,3.86,40.53,-1.0,50.72,0,4.02,0.929,0.1171
user_00002,2025-01-27,US,770,Basic,5,50.0,52,0.604,424.9,37.4,0,4.14,39.93,2.0,112.08,0,2.56,0.994,0.1224
user_00002,2025-01-28,US,771,Basic,3,56.5,52,0.701,424.9,36.1,0,3.86,40.84,-2.0,112.78,0,3.45,1.008,0.1224
user_00002,2025-01-29,US,772,Basic,3,61.2,64,0.627,544.3,41.3,0,3.71,42.93,-1.0,141.2,0,0.48,1.016,0.1176
user_00002,2025-01-30,US,773,Basic,4,49.3,49,0.738,384.4,27.5,0,3.71,42.34,0.0,102.64,0,3.0,0.699,0.1275
user_00002,2025-01-31,US,774,Basic,5,56.7,51,0.618,398.0,28.9,0,3.86,45.0,1.0,107.74,0,-0.17,0.77,0.1281
user_00002,2025-02-01,US,775,Basic,2,11.9,3,0.721,52.1,16.5,0,3.57,44.84,-2.0,14.3,0,-5.63,0.893,0.0576
user_00002,2025-02-02,US,776,Basic,3,37.6,53,0.737,314.2,21.5,0,3.57,46.17,0.0,87.16,0,-11.14,0.914,0.1687
user_00002,2025-02-03,US,777,Basic,4,47.6,56,0.66,454.0,35.0,0,3.43,45.83,-1.0,118.32,0,-10.76,0.893,0.1233
user_00002,2025-02-04,US,778,Basic,5,45.1,37,0.69,359.1,38.9,0,3.71,44.2,2.0,93.44,0,-7.59,0.893,0.103
user_00002,2025-02-05,US,779,Basic,3,36.7,35,0.723,278.4,7.9,0,3.71,40.7,0.0,74.42,0,2.06,0.914,0.1257
user_00002,2025-02-06,US,780,Basic,6,39.0,37,0.749,309.4,46.2,0,4.0,39.23,2.0,82.58,0,3.35,1.099,0.1196
user_00002,2025-02-07,US,781,Basic,5,44.4,50,0.599,364.1,39.7,0,4.0,37.47,0.0,98.2,0,6.32,1.141,0.1373
user_00002,2025-02-08,US,782,Basic,2,26.8,22,0.607,205.5,8.8,0,4.0,39.6,0.0,53.66,0,2.7,1.251,0.1071
user_00002,2025-02-09,US,783,Basic,2,30.3,38,0.678,243.9,23.1,0,3.86,38.56,-1.0,66.84,0,7.15,1.326,0.1558
user_00002,2025-02-10,US,784,Basic,6,51.8,51,0.692,424.0,29.6,0,4.14,39.16,2.0,112.26,0,8.12,1.424,0.1203
user_00002,2025-02-11,US,785,Basic,3,61.5,51,0.572,412.4,11.5,0,3.86,41.5,-2.0,110.98,0,5.21,1.424,0.1237
user_00002,2025-02-12,US,786,Basic,4,60.1,64,0.665,407.3,43.0,0,4.0,44.84,1.0,113.88,0,-3.27,1.406,0.1571
user_00002,2025-02-13,US,787,Basic,5,42.2,57,0.627,380.0,24.2,0,3.86,45.3,-1.0,103.04,0,-6.54,1.439,0.15
user_00002,2025-02-14,US,788,Basic,4,58.6,55,0.675,484.2,35.7,0,3.71,47.33,-1.0,126.26,0,-9.44,1.406,0.1136
user_00002,2025-02-15,US,789,Basic,3,39.5,24,0.644,252.6,23.9,0,3.86,49.14,1.0,66.52,0,-7.04,1.328,0.095
user_00002,2025-02-16,US,790,Basic,2,42.7,44,0.676,319.9,23.9,0,3.86,50.91,0.0,86.32,0,-10.09,1.406,0.1375
user_00002,2025-02-17,US,791,Basic,3,47.4,33,0.695,355.2,16.5,0,3.43,50.29,-3.0,91.32,0,-9.14,1.424,0.0929
user_00002,2025-02-18,US,792,Basic,5,52.6,38,0.628,373.8,49.0,0,3.71,49.01,2.0,98.18,0,-6.74,1.424,0.1017
user_00002,2025-02-19,US,793,Basic,5,51.0,53,0.65,393.5,27.3,0,3.86,47.71,1.0,106.3,0,-3.0,1.439,0.1347
user_00002,2025-02-20,US,794,Basic,3,48.3,32,0.61,330.8,23.7,0,3.57,48.59,-2.0,86.32,0,-0.18,1.326,0.0967
user_00002,2025-02-21,US,795,Basic,4,53.7,62,0.626,430.1,45.2,0,3.57,47.89,0.0,116.56,0,2.64,1.277,0.1442
user_00002,2025-02-22,US,796,Basic,3,46.9,46,0.685,352.6,26.0,0,3.57,48.94,0.0,94.6,0,1.46,1.204,0.1305
user_00002,2025-02-23,US,797,Basic,3,36.5,28,0.699,349.8,11.7,0,3.71,48.06,1.0,86.56,0,2.82,1.122,0.08
user_00002,2025-02-24,US,798,Basic,5,51.2,55,0.725,408.4,49.4,0,4.0,48.6,2.0,109.92,0,-0.01,0.994,0.1347
user_00002,2025-02-25,US,799,Basic,4,59.2,44,0.621,426.8,37.6,0,3.86,49.54,-1.0,111.6,0,-1.88,0.975,0.1031
user_00002,2025-02-26,US,800,Basic,2,58.8,50,0.658,389.3,31.7,0,3.43,50.66,-3.0,105.22,0,-2.36,1.082,0.1284
user_00002,2025-02-27,US,801,Basic,5,38.8,39,0.659,334.3,35.2,0,3.71,49.3,2.0,87.82,0,-3.72,1.082,0.1167
user_00002,2025-02-28,US,802,Basic,5,55.5,49,0.659,366.0,44.8,0,3.86,49.56,1.0,100.5,0,-3.32,1.139,0.1339
user_00002,2025-03-01,US,803,Basic,3,55.1,40,0.669,445.0,41.1,0,3.86,50.73,0.0,112.92,0,-2.51,1.139,0.0899
user_00002,2025-03-02,US,804,Basic,3,38.2,29,0.668,226.0,27.5,0,3.86,50.97,0.0,62.44,0,-0.77,1.051,0.1283
user_00002,2025-03-03,US,805,Basic,3,59.5,55,0.64,439.8,20.8,0,3.57,52.16,-2.0,117.26,0,0.05,1.051,0.1251
user_00002,2025-03-04,US,806,Basic,5,46.6,50,0.65,373.7,37.8,0,3.71,50.36,1.0,100.56,0,1.8,1.051,0.1338
user_00002,2025-03-05,US,807,Basic,3,40.1,32,0.609,303.3,23.3,0,3.86,47.69,1.0,79.18,0,3.65,1.008,0.1055
user_00002,2025-03-06,US,808,Basic,4,41.9,36,0.674,239.9,34.5,0,3.71,48.13,-1.0,68.36,0,5.25,0.994,0.1501
user_00002,2025-03-07,US,809,Basic,4,59.1,52,0.638,371.2,42.9,0,3.57,48.64,-1.0,102.86,0,3.93,0.994,0.1401
user_00002,2025-03-08,US,810,Basic,3,31.3,25,0.703,187.0,32.8,0,3.57,45.24,0.0,52.06,0,10.16,0.994,0.1337
user_00002,2025-03-09,US,811,Basic,5,44.7,44,0.62,326.8,39.0,0,3.86,46.17,2.0,89.0,0,6.24,1.027,0.1346
user_00002,2025-03-10,US,812,Basic,4,49.6,34,0.647,375.0,23.9,0,4.0,44.76,1.0,96.32,0,8.51,0.975,0.0907
user_00002,2025-03-11,US,813,Basic,4,48.5,57,0.702,352.8,39.9,0,3.86,45.03,-1.0,98.56,0,7.88,0.975,0.1616
user_00002,2025-03-12,US,814,Basic,4,47.2,51,0.632,353.2,28.9,0,4.0,46.04,1.0,96.58,0,4.5,0.829,0.1444
user_00002,2025-03-13,US,815,Basic,5,64.6,77,0.616,526.8,35.0,0,4.14,49.29,1.0,142.88,0,-2.81,0.829,0.1462
user_00002,2025-03-14,US,816,Basic,3,42.7,38,0.609,343.7,20.5,0,4.0,46.94,-1.0,89.58,0,-1.64,0.802,0.1106
user_00002,2025-03-15,US,817,Basic,3,32.0,31,0.602,295.4,33.6,0,4.0,47.04,0.0,75.68,0,-8.33,0.802,0.1049
user_00002,2025-03-16,US,818,Basic,3,26.6,37,0.707,230.6,3.5,0,3.71,44.46,-2.0,63.44,0,-4.23,0.802,0.1605
user_00002,2025-03-17,US,819,Basic,5,59.7,43,0.682,453.4,29.6,1,3.86,45.9,1.0,117.02,0,-7.5,0.829,0.0948
user_00002,2025-03-18,US,820,Basic,4,36.0,32,0.649,264.0,26.3,0,3.86,44.11,0.0,70.8,0,-5.61,0.77,0.1212
user_00002,2025-03-19,US,821,Basic,5,48.5,43,0.672,303.7,43.4,0,4.0,44.3,1.0,84.84,0,-3.25,0.784,0.1416
user_00002,2025-03-20,US,822,Basic,5,35.6,20,0.684,239.6,37.0,0,4.0,40.16,0.0,62.54,0,9.21,0.829,0.0835
user_00002,2025-03-21,US,823,Basic,5,55.6,50,0.572,438.9,51.5,0,4.29,42.0,2.0,115.4,0,6.0,0.864,0.1139
user_00002,2025-03-22,US,824,Basic,4,43.3,53,0.638,348.0,39.0,0,4.43,43.61,1.0,95.36,0,6.1,0.802,0.1523
user_00002,2025-03-23,US,825,Basic,3,40.9,38,0.69,300.8,39.1,0,4.43,45.66,0.0,80.64,0,2.83,0.829,0.1263
user_00002,2025-03-24,US,826,Basic,4,58.7,41,0.612,351.9,37.9,0,4.29,45.51,-1.0,95.62,0,6.09,0.829,0.1165
user_00002,2025-03-25,US,827,Basic,5,46.0,46,0.656,374.4,42.6,0,4.43,46.94,1.0,99.38,0,1.72,0.864,0.1229
user_00002,2025-03-26,US,828,Basic,5,53.8,39,0.697,349.2,52.4,0,4.43,47.7,0.0,93.8,0,0.12,0.893,0.1117
user_00002,2025-03-27,US,829,Basic,4,49.4,51,0.651,391.0,41.8,0,4.29,49.67,-1.0,104.58,0,-9.68,0.864,0.1304
user_00002,2025-03-28,US,830,Basic,3,42.8,24,0.709,342.5,39.2,0,4.0,47.84,-2.0,85.16,0,-5.21,0.864,0.0701
user_00002,2025-03-29,US,831,Basic,4,31.9,32,0.566,253.9,21.1,0,4.0,46.21,0.0,67.96,0,-1.43,0.802,0.126
user_00002,2025-03-30,US,832,Basic,3,44.0,33,0.614,249.9,26.1,0,4.0,46.66,0.0,69.58,0,0.85,0.802,0.1321
user_00002,2025-03-31,US,833,Basic,5,47.5,37,0.642,374.8,44.1,0,4.14,45.06,1.0,97.06,0,-1.01,0.802,0.0987
user_00003,2025-01-01,EU,139,Professional,4,59.0,54,0.817,456.4,31.5,0,4.0,59.0,0.0,120.48,0,0.0,0.0,0.1183
user_00003,2025-01-02,EU,140,Professional,2,67.8,33,0.803,476.3,27.8,0,3.0,63.4,0.0,119.32,0,0.0,0.0,0.0693
user_00003,2025-01-03,EU,141,Professional,6,42.4,52,0.823,311.8,38.1,0,4.0,56.4,0.0,88.24,0,0.0,0.0,0.1668
user_00003,2025-01-04,EU,142,Professional,4,26.6,24,0.781,237.9,17.2,0,4.0,48.95,0.0,61.3,0,0.0,0.0,0.1009
user_00003,2025-01-05,EU,143,Professional,2,34.8,24,0.758,247.0,10.6,0,3.6,46.12,0.0,64.16,0,0.0,1.673,0.0972
